11,0,0,0,,5.64,5.64,5.64,90,90,90
17,0,0,0.5,,,,,,,
11,0.5,0,0.5,,,,,,,
11,0.5,0.5,0,,,,,,,
11,0,0.5,0.5,,,,,,,
17,0.5,0,0,,,,,,,
17,0.5,0.5,0.5,,,,,,,
17,0,0.5,0,,,,,,,
